N,P,K,temperature,humidity,ph,rainfall,label,npk_total,npk_balance_score,climate_zone,ph_level,rainfall_category,growing_conditions_score
33.0,31.0,34.0,31.32995611,50.22287593,5.421265283,89.78216168,mango,98.0,0.9553279329953384,Hot_Dry,Acidic,Low,80.18876379521446
14.0,29.0,32.0,35.63627319,48.97047762,6.942520105,97.51952041,mango,75.0,0.7216329529608574,Hot_Dry,Neutral,Low,75.29864497654683
18.0,20.0,26.0,31.66524687,51.98594645,5.435840509,89.98024312,mango,64.0,0.8367107249251282,Hot_Dry,Acidic,Low,78.14422914653552
9.0,21.0,32.0,32.26935342,53.56092806,5.870116071,95.94035356,mango,62.0,0.6424146977325905,Hot_Dry,Acidic,Low,75.69012705037707
20.0,30.0,27.0,27.81005614,51.59445462,4.74910393,95.89898581,mango,77.0,0.8333801945691794,Hot_Dry,Acidic,Low,80.10064299536161
9.0,38.0,25.0,34.58561471,50.34035336,5.497946899,100.3060719,mango,72.0,0.6229585284602334,Hot_Dry,Acidic,Low,69.95363192572115
26.0,24.0,34.0,31.27180992,52.23810152,6.811291098,89.74409017,mango,84.0,0.8410554584396599,Hot_Dry,Neutral,Low,83.71255440819981
31.0,36.0,29.0,33.93679864,52.72170281,6.460542749,97.4611918,mango,96.0,0.8987362603216146,Hot_Dry,Acidic,Low,80.60151180299275
14.0,18.0,35.0,31.09154239,47.02058367,0.0,91.46664318,mango,67.0,0.6669888297884818,Hot_Dry,,Low,54.11476560084656
40.0,16.0,35.0,31.89356292,49.02450149,6.4841522,89.59371481,mango,91.0,0.705498329305863,Hot_Dry,Acidic,Low,77.85095500684253
28.0,27.0,34.0,32.45465292,50.69693751,6.526654345,95.04871605,mango,89.0,0.8868267857350554,Hot_Dry,Neutral,Low,81.59925413350331
0.0,17.0,30.0,35.47478322,47.97230503,6.279133738,97.79072474,mango,47.0,0.5101313364965671,Hot_Dry,Acidic,Low,68.50925105164562
1.0,29.0,29.0,27.32961444,49.30347234,6.052026047,93.53197359,mango,59.0,0.5488503683757439,Hot_Dry,Acidic,Low,78.75872275572368
2.0,36.0,31.0,30.90225239,49.95955487,5.73171945,91.77522598,mango,69.0,0.5561256548657613,Hot_Dry,Acidic,Low,73.72545024799653
12.0,27.0,26.0,29.09382275,45.5661059,5.32307197,96.23520043,mango,65.0,0.7209446182340796,Hot_Dry,Acidic,Low,76.042701732264
7.0,28.0,35.0,30.02086169,46.78393776,4.66910839,96.63721027,mango,70.0,0.6155740986232134,Hot_Dry,Acidic,Low,70.95565726699174
0.0,36.0,26.0,34.13072188,51.25786185,5.101206389,96.38808001,mango,62.0,0.5265417846982938,Hot_Dry,Acidic,Low,67.50712593439444
26.0,35.0,31.0,33.44619894,53.05980465,5.339556562,98.05089394,mango,92.0,0.8718086062336531,Hot_Dry,Acidic,Low,76.7781954340357
27.0,21.0,30.0,35.3915464,52.48823147,5.061081874,91.22881052,mango,78.0,0.8501573006582415,Hot_Dry,Acidic,Low,72.79636407492306
22.0,38.0,31.0,31.53356352,53.06009323,5.821106036,98.57025046,mango,91.0,0.790875082624785,Hot_Dry,Acidic,Low,79.17461800816604
22.0,18.0,31.0,30.7645515,47.93791463,0.0,90.38503469,mango,71.0,0.7804343194235006,Hot_Dry,,Low,57.128884061546934
28.0,23.0,28.0,30.02,100.0,5.676032581,96.08745082,mango,79.0,0.9012066057428306,Hot_Humid,Acidic,Low,73.81013858546102
7.0,31.0,27.0,31.32863689,47.59319575,6.524114355,94.67344737,mango,65.0,0.6275669719188278,Hot_Dry,Neutral,Low,76.56245886955237
29.0,34.0,26.0,33.88004781,54.39416048,6.273953676,89.29147581,mango,89.0,0.8801044953543337,Hot_Dry,Acidic,Low,80.27384090321853
8.0,37.0,33.0,28.07802689,54.9640534,6.128167757,97.45373619,mango,78.0,0.6232585669392902,Hot_Dry,Acidic,Low,81.79787302710449
39.0,16.0,27.0,35.53845018,52.94641947,4.934964765,91.54560427,mango,82.0,0.7037970063284054,Hot_Dry,Acidic,Low,69.41868155974394
40.0,24.0,25.0,28.70595247,50.44030129,5.445008416,95.8946444,mango,89.0,0.7679785107758713,Hot_Dry,Acidic,Low,79.75900176085808
19.0,38.0,26.0,31.48451729,48.77926304,4.525722333,93.17221967,mango,83.0,0.7422174214763405,Hot_Dry,Acidic,Low,71.98747674334
21.0,21.0,30.0,25.61707368,51.41593238,5.403908328,100.7720705,mango,72.0,0.8220261235975244,Hot_Dry,Acidic,Low,84.7750652636428
22.0,18.0,33.0,30.41235793,52.48100602,6.621623545,93.92375879,mango,73.0,0.7580291874490739,Hot_Dry,Neutral,Low,82.49941206622324
31.0,20.0,30.0,32.17752026,54.01352682,0.0,91.88766069,mango,81.0,0.8161349879796937,Hot_Dry,,Low,58.48410883990156
18.0,26.0,31.0,32.6112614,47.74916499,5.418475257,91.10190759,mango,75.0,0.7922062489560996,Hot_Dry,Acidic,Low,74.42737210324289
24.0,130.0,130.5,29.99677232,81.54156612,6.112305667,67.12534492,grapes,284.5,0.6072158242831169,Hot_Humid,Acidic,Low,76.6157119827063
13.0,144.0,130.5,30.7280404,82.42614055,6.092241627,68.38135469,grapes,287.5,0.5708239338686858,Hot_Humid,Acidic,Low,74.598474258088
22.0,123.0,32.0,32.44577836,83.88504863,5.896343436,68.73932528,grapes,177.0,0.5146065562435929,Hot_Humid,Acidic,Low,70.15208626484988
36.0,125.0,130.5,37.46566825,80.65968681,6.15526103,66.83872293,grapes,291.5,0.6468726389223216,Hot_Humid,Acidic,Low,68.93876952020467
24.0,131.0,130.5,22.03296178,83.74372787,5.732453638,65.34440794,grapes,285.5,0.606932923797208,Cool_Humid,Acidic,Low,76.84213521524087
2.0,123.0,130.5,39.64851881,82.21079946,6.253034534,70.39906054,grapes,255.5,0.5414672702416342,Hot_Humid,Acidic,Low,63.96385077184368
35.0,0.0,130.5,16.77557314,82.75241875,6.106190557,66.76285469,grapes,165.5,0.449556388784547,Cool_Humid,Acidic,Low,69.10178559616347
11.0,122.0,130.5,12.14190714,83.56812483,5.647202395,69.63122027,grapes,263.5,0.5684691130788729,Cool_Humid,Acidic,Low,63.9666643386434
6.0,123.0,32.0,12.7567962,81.62497448,0.0,66.77844567,grapes,161.0,0.4662520274900755,Cool_Humid,,Low,43.23897503595535
17.0,134.0,130.5,39.04071989,80.18393287,6.499604931,73.88467027,grapes,281.5,0.5850105766354491,Hot_Humid,Acidic,Low,67.22424823751119
25.0,130.0,130.5,39.70772192,82.68593454,5.554831977,74.91506217,grapes,285.5,0.610303691654538,Hot_Humid,Acidic,Low,62.593210645849005
27.0,145.0,130.5,9.467960445,82.29335466,0.0,66.02765219,grapes,302.5,0.6104282343037462,Cool_Humid,,Low,41.918826966228764
9.0,122.0,130.5,29.58748357,80.91934392,5.570290539,68.06417307,grapes,261.5,0.5623863933376916,Hot_Humid,Acidic,Low,74.5138177802813
16.0,139.0,130.5,17.82803682,80.96093443,6.27564088,65.84748763,grapes,285.5,0.580785261092481,Cool_Humid,Acidic,Low,74.28353161409137
32.0,141.0,130.5,8.825674745,82.89753705,5.536645599,67.235765,grapes,303.5,0.6272097484899648,Cool_Humid,Acidic,Low,61.02507084978831
22.0,138.0,130.5,27.83487131,83.51444973,6.208196881,73.02882766,grapes,290.5,0.5986630578514949,Hot_Humid,Acidic,Low,78.62260509904088
31.0,144.0,130.5,11.02105378,80.55557235,5.870600622,68.23963161,grapes,305.5,0.6226546475035951,Cool_Humid,Acidic,Low,65.66187583662135
3.0,136.0,130.5,17.5862944,80.84806564,6.334771461,71.4065452,grapes,269.5,0.5441691550052287,Cool_Humid,Acidic,Low,73.51571030785182
28.0,122.0,130.5,19.89363946,82.73366439,5.856575335,69.66256816,grapes,280.5,0.6217431084958516,Cool_Humid,Acidic,Low,75.40292985405988
4.0,136.0,130.5,29.93707596,81.77713468,5.898944282,65.52279323,grapes,270.5,0.5469955853553021,Hot_Humid,Acidic,Low,74.63033459741372
39.0,145.0,130.5,36.73126647,80.58931938,5.775600435,72.24230804,grapes,314.5,0.6459001432249714,Hot_Humid,Acidic,Low,68.47173544198293
38.0,132.0,130.5,20.42094753,81.54185044,5.931101816,66.93065667,grapes,300.5,0.6503914990904976,Cool_Humid,Acidic,Low,77.33322333429346
36.0,133.0,130.5,25.51939719,83.98351748,6.2286454,69.17281221,grapes,299.5,0.6435514500102292,Hot_Humid,Acidic,Low,82.19156163813865
25.0,121.0,130.5,30.50734778,82.71775569,5.594240603,70.08200379,grapes,276.5,0.6122878586162857,Hot_Humid,Acidic,Low,73.80184914209494
15.0,125.0,130.5,18.4269936,80.55625868,5.569230319,69.75734306,grapes,270.5,0.5805183051816952,Cool_Humid,Acidic,Low,72.62969029039215
24.0,140.0,130.5,12.087022,83.59398734,5.93202852,68.66813363,grapes,294.5,0.6038339699688866,Cool_Humid,Acidic,Low,65.6153883499272
13.0,132.0,130.5,23.60115364,82.48336987,6.423216506,73.23901752,grapes,275.5,0.5735671529643392,Cool_Humid,Acidic,Low,81.00841335036371
5.0,126.0,130.5,12.80000387,100.0,6.417500829,67.10439401,grapes,261.5,0.5504313501760928,Cool_Humid,Acidic,Low,60.82673900384054
30.0,120.0,130.5,38.06099482,82.24729637,6.234904253,65.70148216,grapes,280.5,0.6286025034274715,Hot_Humid,Acidic,Low,67.53279594691207
23.0,142.0,130.5,39.06555518,82.03812973,6.000573725,69.30772897,grapes,295.5,0.6001074926209126,Hot_Humid,Acidic,Low,65.00097726361606
26.0,135.0,130.5,33.78372897,81.16314317,5.685102769,74.53557341,grapes,291.5,0.6117272069005225,Hot_Humid,Acidic,Low,70.78141430780165
7.0,126.0,130.5,16.76201707,82.00335557,5.662140095,73.28712806,grapes,263.5,0.5563536540867112,Cool_Humid,Acidic,Low,69.92367033414082
32.0,139.0,130.5,35.89307536,82.66850729,6.358186848,66.53946559,grapes,301.5,0.6282240058536525,Hot_Humid,Acidic,Low,70.40502012957855
9.0,141.0,130.5,21.01245395,81.17931863,6.119495295,66.38448261,grapes,280.5,0.5603257252612028,Cool_Humid,Acidic,Low,77.05398472681746
20.0,142.0,130.5,10.89875873,100.0,6.207600783,68.69420397,grapes,292.5,0.5914007651071796,Cool_Humid,Acidic,Low,58.614990113033706
32.0,129.0,130.5,16.36251869,83.00471609,6.48754639,71.55665483,grapes,291.5,0.6325640276556324,Cool_Humid,Acidic,Low,73.53122071298077
3.0,134.0,130.5,20.28370163,81.32235739,5.81717753,71.06611222,grapes,267.5,0.5443307896627073,Cool_Humid,Acidic,Low,74.72486201958382
38.0,138.0,130.5,25.11108456,0.0,6.325480034,73.01026829,grapes,306.5,0.6471855741172644,Hot_Dry,Acidic,Low,65.40141013177386
14.0,131.0,32.0,33.4641162,83.86742974,5.562790949,67.92204319,grapes,177.0,0.4836065573770492,Hot_Humid,Acidic,Low,67.12559849353
20.0,122.0,130.5,11.7976469,80.86325389,6.487369687,65.06962486,grapes,272.5,0.596317220317066,Cool_Humid,Acidic,Low,68.15144664375892
40.0,126.0,130.5,11.36300891,80.03100049,6.116982944,71.18289431,grapes,296.5,0.6596182053429624,Cool_Humid,Acidic,Low,67.89318842138672
36.0,128.0,130.5,25.23542319,80.68700527,5.695792761,67.03840888,grapes,294.5,0.6457522384798453,Hot_Humid,Acidic,Low,81.94119037978372
11.0,132.0,130.5,15.99050693,81.23966573,5.734317007,74.40198861,grapes,273.5,0.5676732255934567,Cool_Humid,Acidic,Low,69.77575114352848
0.0,137.0,130.5,22.4359017,80.18612085,14.0,65.3973168,grapes,267.5,0.5356782973818469,Cool_Humid,Alkaline,Low,56.79583227609848
19.0,123.0,130.5,34.76086052,81.03544763,6.167013532,65.70430027,grapes,272.5,0.5930781880105894,Hot_Humid,Acidic,Low,71.00609960709092
31.0,136.0,130.5,31.11047251,83.34010951,5.653776058,71.43001582,grapes,297.5,0.6265872046973211,Hot_Humid,Acidic,Low,73.3373461588695
4.0,134.0,130.5,28.57828803,80.95628959,5.840256272,73.34232097,grapes,268.5,0.547180236603112,Hot_Humid,Acidic,Low,76.37068275265565
39.0,139.0,130.5,41.18664903,81.01783402,5.539980812,68.68895899,grapes,308.5,0.6497017639529545,Hot_Humid,Acidic,Low,62.19499680789426
8.0,127.0,130.5,27.02766138,83.17093908,5.833302165,70.95666003,grapes,265.5,0.5592876297434145,Hot_Humid,Acidic,Low,77.59695823364852
39.0,138.0,130.5,21.19339319,82.33098331,6.399433771,74.62834921,grapes,307.5,0.6502968531854553,Cool_Humid,Acidic,Low,79.62736669088493
32.0,120.0,130.5,10.38004759,83.44518113,6.138958698,67.3917379,grapes,282.5,0.6351456781242933,Cool_Humid,Acidic,Low,64.98952272872762
12.0,142.0,130.5,31.3115978,82.56407013,5.972850838,65.01095312,grapes,284.5,0.5685479530421816,Hot_Humid,Acidic,Low,73.37324024809637
8.0,133.0,130.5,20.46657776,80.97598029,6.456079585,71.29813872,grapes,271.5,0.5587867437093728,Cool_Humid,Acidic,Low,77.64844747162702
8.0,139.0,130.5,29.36947679,81.53996362,6.336426667,66.13442813,grapes,277.5,0.5578928228403487,Hot_Humid,Acidic,Low,77.18305507886191
21.0,134.0,130.5,10.72302459,80.02130636,14.0,65.2982112,grapes,285.5,0.5969529358284861,Cool_Humid,Alkaline,Low,44.0292627014928
40.0,140.0,130.5,14.97846952,80.49979873,6.294395676,71.63437433,grapes,310.5,0.6521847082994179,Cool_Humid,Acidic,Low,72.53638109713123
39.0,127.0,130.5,15.3246651,81.67215994,6.477768039,71.60102999,grapes,296.5,0.6559151333136888,Cool_Humid,Acidic,Low,73.23041743215289
19.0,120.0,130.5,18.73932187,81.12109244,5.931538447,73.55807954,grapes,269.5,0.5933468444998297,Cool_Humid,Acidic,Low,74.33776884690869
21.0,139.0,130.5,19.3642553,83.36094029,5.980598579,67.15094741,grapes,290.5,0.5953687484562605,Cool_Humid,Acidic,Low,74.44186185687246
17.0,136.0,130.5,41.20733624,81.61051026,6.389783283,65.90227462,grapes,283.5,0.5845121594895922,Hot_Humid,Acidic,Low,63.67343649162701
33.0,139.0,130.5,33.34214482,82.51034633,5.693287415,70.68098614,grapes,302.5,0.6312646835481568,Hot_Humid,Acidic,Low,71.2131406377873
22.0,133.0,130.5,23.81995682,80.12211649,6.00299607,67.2739864,grapes,285.5,0.6002570558191453,Cool_Humid,Acidic,Low,81.21216232895434
32.0,130.0,130.5,40.66012294,81.24995984,6.372959542,74.03030056,grapes,292.5,0.6321923434737663,Hot_Humid,Acidic,Low,65.36228458048632
37.0,135.0,130.5,11.82768186,80.2827185,5.510924849,74.10225057,grapes,302.5,0.6457036419527866,Cool_Humid,Acidic,Low,65.91119687792387
15.0,140.0,130.5,13.28504331,83.54193816,5.69945282,65.80006004,grapes,285.5,0.5776241739841913,Cool_Humid,Acidic,Low,65.71820941761789
39.0,132.0,130.5,35.83089092,83.32560104,5.778594403,73.67984885,grapes,301.5,0.6535911892157155,Hot_Humid,Acidic,Low,68.66428374157803
40.0,121.0,130.5,26.18159716,81.03886263,6.315586313,66.05911698,grapes,291.5,0.6614395990589845,Hot_Humid,Acidic,Low,83.19774747352035
40.0,132.0,130.5,24.57558351,80.70695797,5.971813006,69.706113,grapes,302.5,0.6568010432330957,Cool_Humid,Acidic,Low,82.91348698874982
29.0,142.0,130.5,29.67229086,83.71498986,5.891195653,66.48490371,grapes,301.5,0.6177498247598072,Hot_Humid,Acidic,Low,75.59015891511922
32.0,121.0,130.5,39.37102553,81.25353895,6.129812716,74.08101744,grapes,283.5,0.6349329573790561,Hot_Humid,Acidic,Low,66.09425564839432
6.0,140.0,130.5,17.66558428,82.92903419,6.313085601,69.8671263,grapes,276.5,0.5520938582356233,Cool_Humid,Acidic,Low,72.89153020922895
8.0,120.0,130.5,24.07,82.66396666,6.053662544,69.81855775,grapes,258.5,0.5592904287927151,Cool_Humid,Acidic,Low,79.89619861651364
34.0,133.0,130.5,15.31413469,80.09711412,5.804799142,74.82144653,grapes,297.5,0.6372503471184731,Cool_Humid,Acidic,Low,71.04681172366615
35.0,135.0,32.0,21.77466746,80.54942557,6.400719746,69.39630398,grapes,202.0,0.5345884830678586,Cool_Humid,Acidic,Low,78.70053569577476
16.0,145.0,130.5,26.91624843,80.76838926,5.953966361,69.30927185,grapes,291.5,0.5789521143320473,Hot_Humid,Acidic,Low,79.47894464564095
8.0,136.0,130.5,41.65602996,82.22118237,5.609255992,74.19664838,grapes,274.5,0.5583851399386897,Hot_Humid,Acidic,Low,59.589992280290275
25.0,129.0,130.5,17.98667801,81.17712085,5.777271492,72.37127689,grapes,284.5,0.6105854182371694,Cool_Humid,Acidic,Low,73.20686489047965
16.0,130.0,130.5,29.12033769,82.79092939,14.0,68.8503047,grapes,276.5,0.5828559496846142,Hot_Humid,Alkaline,Low,54.87004861569229
39.0,129.0,130.5,34.38922481,83.18392806,5.863996687,71.03001556,grapes,298.5,0.6550366195098823,Hot_Humid,Acidic,Low,70.78268944429654
38.0,135.0,130.5,41.36106301,82.79782954,6.444373116,69.92107482,grapes,303.5,0.64885009011741,Hot_Humid,Acidic,Low,64.51402540793062
33.0,120.0,130.5,35.12158265,82.26890793,5.550832178,69.71518491,grapes,283.5,0.6384328970182417,Hot_Humid,Acidic,Low,68.8052717306945
35.0,125.0,130.5,19.6491772,80.15215777,6.107741788,73.69529586,grapes,290.5,0.6436112621889959,Cool_Humid,Acidic,Low,77.43684842388981
1.0,132.0,130.5,16.27852801,82.94270065,5.620745638,66.57462809,grapes,263.5,0.5387326957296404,Cool_Humid,Acidic,Low,68.48194037934006
39.0,140.0,130.5,21.11903604,80.63399198,6.349875906,69.27779761,grapes,309.5,0.6490948798953935,Cool_Humid,Acidic,Low,79.98979524316061
28.0,145.0,130.5,19.2077707,82.9042841,6.484323189,66.83113717,grapes,303.5,0.6133384540036356,Cool_Humid,Acidic,Low,76.58812790825952
6.0,128.0,32.0,25.96308415,82.57813624,5.838748311,70.31782647,grapes,166.0,0.4626795085641162,Hot_Humid,Acidic,Low,77.1897400997988
6.0,139.0,130.5,25.67385024,81.6212135,6.29099842,74.10919422,grapes,275.5,0.5522528059447294,Hot_Humid,Acidic,Low,81.31151290781767
29.0,122.0,130.5,41.94865736,81.15595212,5.638328481,73.06862952,grapes,281.5,0.6249669763939711,Hot_Humid,Acidic,Low,61.08401038956075
37.0,144.0,130.5,11.18994268,80.8084305,6.415555956,66.34234944,grapes,311.5,0.640531471785014,Cool_Humid,Acidic,Low,68.07109491763434
38.0,120.0,130.5,17.5438296,82.94703302,6.323722572,73.77063744,grapes,288.5,0.6550268579497986,Cool_Humid,Acidic,Low,74.83515114273223
38.0,141.0,32.0,13.05809741,80.28297993,5.757009965,70.75633584,grapes,211.0,0.5344236661951293,Cool_Humid,Acidic,Low,66.04087088705643
14.0,121.0,130.5,9.724457611,83.74765639,6.158689406,74.46411148,grapes,265.5,0.5777007201822961,Cool_Humid,Acidic,Low,63.008045770911856
6.0,125.0,130.5,27.92004934,82.93262435,5.733539807,69.92092839,grapes,261.5,0.5533940578599331,Hot_Humid,Acidic,Low,76.14358661980306
32.0,138.0,32.0,9.535585543,80.73112694,5.908724337,69.44115171,grapes,202.0,0.5238624729897406,Cool_Humid,Acidic,Low,61.97210559079041
11.0,124.0,130.5,13.42988625,80.06633966,6.361141107,71.40043037,grapes,265.5,0.5684167974539523,Cool_Humid,Acidic,Low,69.4078145224307
23.0,138.0,130.5,9.851242629,80.22631717,5.96537863,68.42802444,grapes,291.5,0.6016278649010509,Cool_Humid,Acidic,Low,64.30269629677706
40.0,143.0,130.5,24.97256132,82.72828653,6.476757723,66.70016285,grapes,313.5,0.6502508670121157,Cool_Humid,Acidic,Low,84.28479676407747
6.0,142.0,130.5,27.23708304,82.94573346,6.224542938,70.42508897,grapes,278.5,0.5517493883718823,Hot_Humid,Acidic,Low,78.6787934353717
37.0,124.0,130.5,18.70679077,83.4795292,6.209928251,66.5964488,grapes,291.5,0.6504934307255269,Cool_Humid,Acidic,Low,75.52882148988415
35.0,134.0,130.5,9.949929082,82.55138983,5.841138354,66.00817551,grapes,299.5,0.6399248076422652,Cool_Humid,Acidic,Low,63.84908490838816
119.0,25.0,51.0,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,195.0,0.5724923029036837,Hot_Humid,Acidic,Low,81.0000362825462
119.0,19.0,55.0,25.18780042,83.44621709,14.0,46.87420883,watermelon,193.0,0.5595056601923831,Hot_Humid,Alkaline,Low,58.87005381907843
105.0,30.0,50.0,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,185.0,0.6135746554090833,Hot_Humid,Acidic,Low,83.23215427785199
114.0,8.0,50.0,24.74631269,88.30866319,6.581587932,57.95826144,watermelon,172.0,0.5178579069506808,Cool_Humid,Neutral,Low,79.59353409503561
93.0,22.0,52.0,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,167.0,0.6096554658881312,Hot_Humid,Neutral,Low,83.76891660532307
80.0,26.0,55.0,24.53442564,88.989272,6.140099215,49.11618732,watermelon,161.0,0.665085772286087,Cool_Humid,Acidic,Low,80.4453089046558
85.0,27.0,45.0,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,157.0,0.638051152651951,Hot_Humid,Acidic,Low,80.44577167924781
85.0,22.0,53.0,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,160.0,0.6286738912169504,Hot_Humid,Neutral,Low,81.35024799196538
82.0,22.0,45.0,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,149.0,0.6213174569969736,Hot_Humid,Neutral,Low,81.38972870884056
118.0,13.0,54.0,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,185.0,0.5381747299399956,Cool_Humid,Acidic,Low,77.08466664667904
83.0,25.0,32.0,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,140.0,0.5957980617328351,Hot_Humid,Acidic,Low,80.97302651008526
86.0,15.0,47.0,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,148.0,0.5811387590913675,Cool_Humid,Acidic,Low,81.03905284255262
101.0,10.0,47.0,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,158.0,0.5350642135167711,Hot_Humid,Neutral,Low,82.77996729588487
119.0,9.0,50.0,26.74550678,83.9195902,6.251286661,40.794305,watermelon,178.0,0.5162827758297248,Hot_Humid,Acidic,Low,78.28030570834174
104.0,17.0,46.0,25.7131428,80.22972777,6.190015912,43.08961827,watermelon,167.0,0.5568621342714966,Hot_Humid,Acidic,Low,81.53108340729807
95.0,12.0,51.0,25.76484262,84.1726996,6.681606702,44.22066914,watermelon,158.0,0.5591430392236728,Hot_Humid,Neutral,Low,81.75381548827565
102.0,14.0,52.0,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,168.0,0.5592385800000353,Hot_Humid,Neutral,Low,77.80354856751718
109.0,21.0,55.0,24.9,89.73524177,6.770278088,57.44942094,watermelon,185.0,0.5815205092933109,Cool_Humid,Neutral,Low,81.17642025894314
81.0,18.0,50.0,26.80750629,88.22874955,6.429788073,58.79889057,watermelon,149.0,0.6118996791689933,Hot_Humid,Acidic,Low,79.09838042521503
103.0,17.0,32.0,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,152.0,0.5244723390956725,Hot_Humid,Acidic,Low,81.75403676770466
105.0,14.0,50.0,26.2148837,87.6883982,6.419052193,59.65590798,watermelon,169.0,0.5514078855423338,Hot_Humid,Acidic,Low,78.76917667441809
97.0,8.0,52.0,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,157.0,0.540442278553125,Cool_Humid,Acidic,Low,79.52857937348008
120.0,19.0,49.0,25.79448878,84.26830701,6.762471629,56.45229202,watermelon,188.0,0.5471394547907311,Hot_Humid,Neutral,Low,81.73019963756187
95.0,16.0,55.0,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,166.0,0.5834732990866897,Hot_Humid,Neutral,Low,81.29031752649205
83.0,29.0,52.0,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,164.0,0.6685806654075545,Hot_Humid,Neutral,Low,82.71043959792031
83.0,9.0,45.0,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,137.0,0.5523892569945388,Hot_Humid,Acidic,Low,77.34633173679187
91.0,21.0,50.0,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,162.0,0.6055779733963972,Cool_Humid,Neutral,Low,84.14081189479607
116.0,5.0,54.0,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,175.0,0.511875217596218,Hot_Humid,Neutral,Low,82.39932333449579
112.0,28.0,54.0,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,194.0,0.6005975746810951,Cool_Humid,Neutral,Low,83.19671835249002
88.0,29.0,51.0,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,168.0,0.6525581798940524,Cool_Humid,Acidic,Low,80.27423226591401
118.0,15.0,45.0,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,178.0,0.5283082545655392,Cool_Humid,Neutral,Low,80.58730167869541
92.0,21.0,48.0,25.81692236,82.043255,6.377427122,54.82963379,watermelon,161.0,0.5995989987586039,Hot_Humid,Acidic,Low,82.23310050196329
106.0,14.0,45.0,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,165.0,0.5402319634735502,Cool_Humid,Acidic,Low,80.71602880089958
99.0,5.0,47.0,24.13078816,84.84494575,6.649086972,51.19470197,watermelon,151.0,0.5166531561393163,Cool_Humid,Neutral,Low,80.4040766581929
98.0,8.0,51.0,26.18,86.52258079,6.25933595,49.43050977,watermelon,157.0,0.5375894214675034,Hot_Humid,Acidic,Low,78.41264399088853
108.0,22.0,46.0,26.17668721,86.7295205,0.0,53.33484977,watermelon,176.0,0.5693369717156046,Hot_Humid,,Low,56.61720689769669
119.0,7.0,55.0,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,181.0,0.5177783041975761,Hot_Humid,Acidic,Low,78.09694063891854
117.0,27.0,48.0,26.53259325,82.39053979,6.835268184,54.30660782,watermelon,192.0,0.5761352389833158,Hot_Humid,Neutral,Low,82.4065958153806
109.0,10.0,53.0,26.81938687,87.8274604,6.551750306,46.06193778,watermelon,172.0,0.5359488364473545,Hot_Humid,Neutral,Low,78.15502825912291
80.0,16.0,46.0,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,142.0,0.5964820672200135,Hot_Humid,Neutral,Low,84.80249659629038
100.0,18.0,52.0,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,170.0,0.5790267325709548,Hot_Humid,Neutral,Low,83.77869441177074
91.0,7.0,53.0,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,151.0,0.5447520433835092,Hot_Humid,Acidic,Low,79.45218740251634
86.0,6.0,53.0,25.92030221,83.47202566,6.921847888,42.10681516,watermelon,145.0,0.5459112391687755,Hot_Humid,Neutral,Low,82.43012219181507
107.0,5.0,52.0,26.6634609,89.98405233,6.881425746,57.40847165,watermelon,164.0,0.5170944122674501,Hot_Humid,Neutral,Low,78.31300479062374
103.0,16.0,49.0,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,168.0,0.5604462131965635,Cool_Humid,Neutral,Low,83.38840148329392
101.0,20.0,48.0,24.6774157,82.75411437,6.206247494,57.05709413,watermelon,169.0,0.5779478275655311,Cool_Humid,Acidic,Low,81.50851948581612
85.0,25.0,47.0,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,157.0,0.6329103220690068,Hot_Humid,Acidic,Low,80.09657713069882
84.0,7.0,51.0,26.81530456,87.65694462,0.0,55.74073582,watermelon,142.0,0.5506176797926662,Hot_Humid,,Low,55.11977865462254
102.0,28.0,54.0,25.15623099,80.27525115,6.862157042,55.49541453,watermelon,184.0,0.6203154681823541,Hot_Humid,Neutral,Low,85.85143930092181
